Model,Experiment,Dataset,Metric,Overall,Top 5%,Top 10%,Top 20%,Bottom 5%,Bottom 10%,Bottom 20%
svr_rmse,genus_exp-svr_rmse,Testing,R2,0.8174116711600701,-1.7844093267521264,-0.6928310555499155,0.6619610270688966,-4.070512825061908,-2.285463821347179,-1.170508633110781
svr_rmse,genus_exp-svr_rmse,Testing,Adjusted R2,0.8001753329175807,-1.7844093267521264,-1,0.402944151706103,-4.070512825061908,-1,-1
svr_rmse,genus_exp-svr_rmse,Cross-Validation,RMSE,5.164827098221992,7.809849160198744,7.767578012565316,6.809338338648948,9.161222391796915,7.386461465427582,6.00910170290219
svr_rmse,genus_exp-svr_rmse,Cross-Validation,MAE,3.9618375694197416,5.812695285808851,6.124942926193351,5.443311971927908,7.943523633497452,5.933905191286074,4.561142184947538
svr_rmse,genus_exp-svr_rmse,Cross-Validation,R2,0.8033050078274576,0.4945790057366919,0.7049879062710731,0.8073059476465765,-4.664598850893159,-2.0414319157012626,-1.2425230932708993
svr_rmse,genus_exp-svr_rmse,Cross-Validation,Adjusted R2,0.8012532036304668,0.3626328169688371,0.6709923720327788,0.7968179872325064,-1,-1,-1
mlp_rmse,genus_exp-mlp_rmse,Training,RMSE,4.074221534461393,5.223477868736273,5.8640781970314215,5.2544221833553415,7.868896054259746,6.294826592331371,5.044944816362762
mlp_rmse,genus_exp-mlp_rmse,Training,MAE,3.0498653758323164,3.762035335826501,4.513328509331445,4.075256642479596,6.8012288047676694,5.057633667252523,3.847918695574673
mlp_rmse,genus_exp-mlp_rmse,Training,R2,0.8776029337723549,0.7739067983707206,0.8318611478391669,0.8852616997476286,-3.1791689152838343,-1.2088832788424932,-0.5806315829608584
mlp_rmse,genus_exp-mlp_rmse,Training,Adjusted R2,0.8763261609810835,0.7148824669719265,0.8124857722971959,0.8790167184608297,-1,-1,-0.666741706132318
mlp_rmse,genus_exp-mlp_rmse,Testing,RMSE,5.437756665787841,5.449036541271411,8.493687813352535,7.661830490271498,11.10933845893252,8.32023903365944,6.2045734309772635
mlp_rmse,genus_exp-mlp_rmse,Testing,MAE,3.8826713940917474,4.193139233126624,6.261517904546204,5.598303307941716,9.363155176824641,6.239293370999185,4.220823622484906
mlp_rmse,genus_exp-mlp_rmse,Testing,R2,0.8392270779530944,-0.5642741923345114,-0.28126305416366604,0.7119478277710343,-4.281690977227965,-2.314176330433175,-1.1629516298447258
mlp_rmse,genus_exp-mlp_rmse,Testing,Adjusted R2,0.8240501141118665,-0.5642741923345114,-1,0.4912325269722164,-4.281690977227965,-1,-1
mlp_rmse,genus_exp-mlp_rmse,Cross-Validation,RMSE,5.050194305240785,7.602725338079435,7.768823347365146,6.747947432448196,9.72138758748555,7.7533866980496144,6.196409278647625
mlp_rmse,genus_exp-mlp_rmse,Cross-Validation,MAE,3.757041672370923,5.634430550103729,6.1231698112004,5.346390806669158,8.530006829879294,6.262304524686454,4.680658486279872
mlp_rmse,genus_exp-mlp_rmse,Cross-Validation,R2,0.8119393624816155,0.5210319018461147,0.7048933032231597,0.8107648259114578,-5.378503898470191,-2.3511056162565858,-1.3845037314688806
mlp_rmse,genus_exp-mlp_rmse,Cross-Validation,Adjusted R2,0.8099776266942066,0.3959915576377995,0.670886867461766,0.8004651254767493,-1,-1,-1
elastic_net_rmse,genus_exp-elastic_net_rmse,Training,RMSE,6.087283688535932,9.625307515391,8.910925929719438,7.902834789705834,9.855686843182152,8.090371333233502,6.702489552701844
